INCIDENT_ID,DATE,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,MULTIPLE_OFFENSE
CR_41693,1997-10-20,0,4,4,6,5,1,0,2,6,3,0,3.0,72,119,34,1
CR_142106,2010-04-21,0,4,4,6,5,4,2,2,6,1,316,1.0,112,130,34,1
CR_174774,2015-12-13,0,21,23,4,1,2,7,1,6,1,316,1.0,103,62,34,1
CR_102068,2004-05-30,0,33,32,2,1,5,6,0,5,1,249,1.0,103,93,34,1
CR_184062,2016-09-17,0,49,49,6,5,4,2,4,2,1,316,1.0,98,62,34,1
CR_118055,2006-03-16,0,39,39,6,5,4,2,1,6,1,0,1.0,112,62,34,1
CR_67749,2000-07-05,0,21,23,4,1,5,6,1,6,1,0,1.0,103,29,34,1
CR_121805,2007-09-15,7,16,15,0,0,9,8,2,6,11,174,11.0,98,29,34,1
CR_39174,1996-12-08,1,36,34,2,1,15,10,1,6,1,249,1.0,92,29,34,1
CR_176638,2015-06-01,0,37,37,0,0,6,4,0,5,1,277,1.0,103,29,34,1
CR_40131,1996-04-13,0,45,45,10,3,6,4,0,5,1,174,0.0,103,93,43,1
CR_22415,1994-08-16,1,36,34,2,1,15,10,0,5,1,249,1.0,92,93,34,1
CR_173786,2015-10-08,0,7,8,7,3,2,7,1,6,2,0,2.0,97,87,34,1
CR_78612,2001-11-10,0,33,32,2,1,7,1,2,6,1,316,1.0,12,6,34,1
CR_96675,2003-07-14,3,47,48,7,3,9,8,1,5,1,249,0.0,2,130,34,1
CR_145662,2010-12-04,0,33,32,2,1,5,6,0,5,1,174,0.0,48,93,0,1
CR_189163,2017-02-07,0,33,32,2,1,7,1,0,5,1,174,99.0,112,93,43,1
CR_37161,1996-04-04,0,25,25,9,0,8,3,1,6,1,249,1.0,24,142,34,1
CR_69839,2000-10-14,0,34,33,3,5,3,5,0,5,1,174,1.0,103,29,34,1
CR_70975,2000-04-28,0,40,40,2,1,6,4,1,6,1,285,1.0,103,93,34,1
CR_124558,2007-04-28,0,33,32,2,1,7,1,1,6,1,316,1.0,103,29,34,1
CR_54173,1998-12-08,0,33,32,2,1,8,3,0,5,1,174,0.0,92,62,43,1
CR_175119,2015-07-14,0,24,24,0,0,5,6,1,2,1,249,1.0,24,62,34,1
CR_37139,1996-09-10,0,25,25,9,0,3,5,0,2,4,0,4.0,103,14,34,1
CR_94552,2003-04-30,0,33,32,2,1,4,2,0,5,1,316,1.0,92,142,34,1
CR_23069,1994-02-22,0,39,39,6,5,3,5,1,6,2,249,2.0,92,29,34,1
CR_51468,1998-08-28,0,16,15,0,0,7,1,1,6,1,316,1.0,103,115,34,1
CR_133947,2008-03-06,1,44,44,1,3,16,12,2,2,1,316,1.0,59,62,34,1
CR_92072,2003-11-23,0,16,15,0,0,8,3,4,6,1,174,1.0,67,62,34,1
CR_114986,2006-11-25,1,22,22,7,3,15,10,0,5,1,174,1.0,103,29,34,1
CR_179853,2016-07-23,0,9,10,7,3,3,5,0,5,3,0,3.0,114,93,34,1
CR_50767,1998-12-23,0,4,4,6,5,4,2,0,5,1,127,1.0,103,29,34,1
CR_129448,2008-07-24,0,16,15,0,0,8,3,1,6,2,111,1.0,103,29,34,0
CR_45533,1997-04-25,0,26,27,9,0,4,2,9,6,1,249,1.0,92,29,34,1
CR_130917,2008-07-25,3,24,24,0,0,9,8,1,5,1,249,1.0,2,87,34,1
CR_170300,2014-05-02,0,36,34,2,1,5,6,1,2,1,316,1.0,92,62,34,1
CR_33733,1996-08-03,1,4,4,6,5,15,10,0,5,1,174,1.0,103,93,34,1
CR_160283,2012-04-03,1,46,46,3,5,15,10,1,6,2,263,2.0,103,29,34,0
CR_68646,2000-04-02,5,24,24,0,0,18,13,1,6,1,249,1.0,72,29,34,1
CR_102316,2004-06-25,0,35,30,3,5,4,2,0,5,2,249,2.0,103,93,34,1
CR_6513,1992-06-10,1,22,22,7,3,16,12,1,6,3,0,3.0,72,29,34,1
CR_143104,2010-10-11,0,5,5,3,5,2,7,1,6,1,0,1.0,72,29,34,1
CR_147861,2010-11-27,0,49,49,6,5,6,4,0,5,1,174,1.0,103,29,34,1
CR_127694,2008-03-19,0,4,4,6,5,1,0,0,5,1,174,0.0,112,93,23,1
CR_190902,2017-04-10,1,47,48,7,3,15,10,1,6,1,174,0.0,18,124,46,1
CR_32708,1996-08-01,0,4,4,6,5,4,2,0,5,1,174,1.0,103,80,34,1
CR_122621,2007-02-02,1,22,22,7,3,15,10,0,5,1,174,1.0,103,14,34,1
CR_92954,2003-12-09,1,22,22,7,3,15,10,0,5,1,174,0.0,112,29,23,1
CR_38530,1996-10-02,1,36,34,2,1,15,10,0,5,1,174,0.0,18,93,46,1
CR_176854,2015-01-10,0,37,37,0,0,2,7,0,5,1,127,1.0,103,0,34,1
CR_118297,2006-06-09,1,42,42,7,3,15,10,3,6,3,249,3.0,72,29,34,1
CR_11058,1993-08-29,0,0,1,6,5,3,5,6,6,1,0,1.0,72,29,34,1
CR_75253,2001-05-12,0,5,5,3,5,2,7,1,6,1,249,1.0,24,93,34,1
CR_72205,2000-01-03,0,49,49,6,5,6,4,0,5,1,174,0.0,92,29,0,1
CR_86797,2002-09-20,0,33,32,2,1,6,4,0,5,1,174,0.0,2,93,0,1
CR_15541,1993-10-11,0,33,32,2,1,3,5,0,5,1,127,0.0,24,29,0,1
CR_49406,1998-07-03,0,4,4,6,5,3,5,2,6,1,0,1.0,72,29,34,1
CR_162779,2013-04-04,0,19,19,1,3,7,1,0,5,1,249,1.0,103,107,34,1
CR_131552,2008-07-18,0,33,32,2,1,7,1,0,5,1,249,1.0,103,29,34,1
CR_9512,1992-01-15,0,38,38,10,3,3,5,1,6,1,249,1.0,103,29,34,1
CR_38356,1996-03-04,0,34,33,3,5,5,6,2,5,2,249,2.0,109,14,34,1
CR_92803,2003-04-18,0,21,23,4,1,7,1,1,6,1,0,0.0,72,80,34,1
CR_184192,2016-03-02,0,49,49,6,5,5,6,1,6,2,128,0.0,18,133,46,0
CR_6986,1992-08-01,0,26,27,9,0,5,6,2,6,2,0,2.0,109,6,34,1
CR_177988,2015-02-08,0,49,49,6,5,4,2,1,6,1,0,1.0,72,103,34,1
CR_74628,2001-02-16,0,4,4,6,5,6,4,0,5,1,174,1.0,103,80,34,1
CR_109748,2005-10-15,0,33,32,2,1,8,3,0,5,1,174,0.0,92,29,43,1
CR_90217,2003-06-29,0,4,4,6,5,4,2,1,6,3,249,3.0,116,14,34,1
CR_181971,2016-07-22,0,33,32,2,1,8,3,1,6,1,249,1.0,72,29,34,1
CR_173217,2015-07-29,0,4,4,6,5,3,5,0,5,1,174,0.0,111,124,23,1
CR_120280,2007-06-01,0,4,4,6,5,1,0,0,5,1,174,1.0,72,142,34,1
CR_148599,2011-12-25,0,4,4,6,5,6,4,0,5,1,174,0.0,18,107,46,1
CR_158858,2012-02-16,0,36,34,2,1,1,0,1,5,1,299,1.0,92,62,34,1
CR_182762,2016-07-26,1,37,37,0,0,16,12,0,5,1,174,0.0,113,142,0,1
CR_36338,1996-12-24,1,22,22,7,3,15,10,0,5,2,127,2.0,103,119,34,1
CR_23711,1994-03-11,0,45,45,10,3,6,4,4,6,2,249,2.0,103,29,34,1
CR_101857,2004-10-05,0,33,32,2,1,7,1,0,5,1,174,0.0,112,93,43,1
CR_56089,1998-03-03,0,46,46,3,5,8,3,1,0,5,200,3.0,72,142,34,0
CR_91569,2003-10-13,0,6,6,4,1,5,6,0,5,2,179,1.0,103,29,36,0
CR_113181,2006-02-28,0,4,4,6,5,2,7,1,2,1,316,1.0,59,142,34,1
CR_100322,2004-09-26,0,23,21,4,1,6,4,1,6,1,316,1.0,72,62,34,1
CR_118642,2006-06-05,0,45,45,10,3,6,4,1,6,1,0,1.0,103,62,34,1
CR_33375,1996-05-07,0,4,4,6,5,7,1,1,6,1,0,1.0,31,133,34,1
CR_89393,2002-08-15,1,49,49,6,5,15,10,2,6,2,174,2.0,72,29,34,1
CR_119167,2006-08-21,0,47,48,7,3,7,1,0,5,1,174,1.0,103,29,34,1
CR_36875,1996-05-17,0,24,24,0,0,9,8,1,6,1,218,0.0,72,130,48,1
CR_130218,2008-10-08,1,22,22,7,3,15,10,0,5,1,174,1.0,103,29,34,1
CR_105271,2005-06-06,0,4,4,6,5,1,0,1,5,1,174,0.0,18,138,46,1
CR_56610,1999-02-27,0,3,2,3,5,1,0,3,6,1,0,1.0,12,62,34,1
CR_143482,2010-09-06,0,11,11,7,3,3,5,1,6,1,316,1.0,12,29,34,1
CR_110395,2005-06-19,0,37,37,0,0,6,4,1,6,3,249,3.0,113,29,34,1
CR_25422,1995-05-04,1,4,4,6,5,15,10,1,6,1,316,1.0,92,29,34,1
CR_7565,1992-10-15,0,33,32,2,1,6,4,1,6,1,249,1.0,103,29,34,1
CR_115724,2006-08-16,0,24,24,0,0,7,1,1,5,1,74,1.0,24,53,34,1
CR_142968,2010-05-25,0,5,5,3,5,4,2,0,5,1,249,1.0,112,29,34,1
CR_153478,2011-11-04,0,42,42,7,3,4,2,1,2,1,174,1.0,103,142,34,1
CR_114607,2006-07-29,0,21,23,4,1,6,4,3,2,2,249,2.0,92,62,34,1
CR_104560,2004-06-25,0,51,50,7,3,7,1,1,6,1,74,0.0,34,142,0,1
CR_151805,2011-10-08,0,33,32,2,1,8,3,1,6,1,249,1.0,103,80,34,1
CR_139160,2009-06-27,0,33,32,2,1,9,8,0,5,1,316,1.0,92,133,34,1
CR_43834,1997-12-11,0,16,15,0,0,1,0,1,6,1,316,1.0,72,62,34,1
CR_105940,2005-04-13,0,4,4,6,5,2,7,2,2,1,316,1.0,87,62,34,1
CR_134504,2008-10-23,0,47,48,7,3,4,2,1,5,1,249,1.0,103,107,34,1
CR_56396,1998-09-27,0,49,49,6,5,6,4,4,2,1,316,1.0,72,62,34,1
CR_104277,2004-10-15,0,47,48,7,3,3,5,1,6,1,249,0.0,112,93,34,1
CR_22649,1994-04-19,0,37,37,0,0,7,1,0,5,1,249,1.0,24,93,34,1
CR_60340,1999-08-24,0,21,23,4,1,4,2,0,5,1,174,1.0,103,29,34,1
CR_38467,1996-05-30,1,36,34,2,1,15,10,1,2,1,249,1.0,92,142,34,1
CR_77141,2001-06-27,1,22,22,7,3,15,10,0,5,1,174,0.0,103,93,48,1
CR_170375,2014-01-26,0,36,34,2,1,1,0,1,2,1,0,1.0,92,62,34,1
CR_16066,1993-09-03,0,36,34,2,1,1,0,0,5,1,249,1.0,92,93,34,1
CR_153892,2011-04-12,1,47,48,7,3,15,10,1,6,1,249,1.0,103,29,34,1
CR_155745,2012-03-22,0,6,6,4,1,6,4,1,6,1,316,1.0,103,142,34,1
CR_100082,2004-09-27,1,22,22,7,3,15,10,1,6,1,0,1.0,103,29,34,1
CR_53335,1998-04-06,0,28,28,3,5,6,4,2,6,1,249,1.0,72,0,34,1
CR_32269,1996-02-13,0,3,2,3,5,1,0,3,6,1,0,1.0,72,29,34,1
CR_139645,2009-11-02,0,36,34,2,1,1,0,0,5,1,174,1.0,92,62,36,0
CR_585,1991-11-29,0,16,15,0,0,1,0,0,5,1,174,0.0,18,93,46,1
CR_154367,2012-12-13,1,2,3,10,3,16,12,2,3,1,249,1.0,112,115,34,1
CR_158972,2012-06-17,0,36,34,2,1,1,0,2,3,1,316,1.0,92,93,34,1
CR_194127,2018-06-25,0,19,19,1,3,9,8,0,5,1,174,0.0,111,29,23,1
CR_27629,1995-09-17,1,22,22,7,3,15,10,1,2,1,316,1.0,34,142,34,1
CR_51654,1998-12-05,0,17,16,0,0,4,2,0,5,1,249,1.0,103,29,34,1
CR_168563,2014-04-27,0,18,18,9,0,3,5,2,6,1,249,1.0,103,29,34,1
CR_9046,1992-11-28,0,36,34,2,1,5,6,0,5,1,249,1.0,92,93,34,1
CR_166339,2013-03-15,1,47,48,7,3,15,10,1,2,2,174,2.0,103,29,34,1
CR_150514,2011-04-14,0,21,23,4,1,7,1,3,6,1,174,0.0,112,93,23,1
CR_28791,1995-09-18,0,30,35,7,3,6,4,0,5,2,174,0.0,18,133,46,1
CR_12952,1993-03-03,0,16,15,0,0,1,0,2,6,1,316,1.0,72,142,34,1
CR_77817,2001-06-13,0,25,25,9,0,3,5,1,6,1,249,1.0,72,29,34,1
CR_187806,2017-07-20,5,24,24,0,0,18,13,2,6,1,0,1.0,103,107,34,1
CR_88703,2002-11-25,7,45,45,10,3,9,8,1,6,1,316,1.0,112,124,34,1
CR_82334,2002-12-06,0,3,2,3,5,4,2,0,5,1,174,0.0,18,93,46,1
CR_39201,1996-12-20,1,36,34,2,1,15,10,0,5,1,249,1.0,92,29,34,1
CR_18794,1994-05-03,1,4,4,6,5,15,10,2,6,1,0,1.0,67,80,34,1
CR_103750,2004-10-10,0,45,45,10,3,6,4,0,5,1,174,0.0,98,29,34,1
CR_68667,2000-08-04,0,24,24,0,0,5,6,0,5,1,0,1.0,72,29,34,1
CR_158707,2012-03-24,0,36,34,2,1,1,0,0,5,1,249,1.0,92,29,34,1
CR_136117,2009-05-26,0,4,4,6,5,2,7,1,2,1,249,1.0,72,62,34,1
CR_160173,2012-05-09,0,45,45,10,3,4,2,1,2,1,316,1.0,48,62,34,1
CR_85908,2002-12-28,0,24,24,0,0,5,6,0,5,1,249,0.0,24,29,34,1
CR_7747,1992-11-23,0,33,32,2,1,5,6,0,5,1,174,0.0,103,93,48,1
CR_168058,2014-02-01,0,6,6,4,1,6,4,1,5,1,174,0.0,92,29,0,1
CR_191340,2017-11-01,1,49,49,6,5,16,12,1,6,1,249,1.0,59,29,34,1
CR_37393,1996-10-29,0,26,27,9,0,3,5,1,6,2,0,2.0,72,29,34,1
CR_36993,1996-07-18,0,24,24,0,0,5,6,1,2,1,0,1.0,103,142,34,1
CR_190345,2017-06-14,0,40,40,2,1,1,0,0,5,1,174,1.0,103,14,34,1
CR_54842,1998-11-30,0,36,34,2,1,1,0,0,5,2,174,1.0,18,93,38,0
CR_98186,2004-06-10,0,4,4,6,5,5,6,1,6,1,249,1.0,103,29,34,1
CR_24785,1995-12-09,0,4,4,6,5,5,6,3,6,3,316,3.0,109,80,34,1
CR_143755,2010-09-14,0,18,18,9,0,3,5,1,6,1,316,1.0,103,29,34,1
CR_70022,2000-02-14,0,36,34,2,1,1,0,2,6,1,249,1.0,92,130,34,1
CR_137931,2009-06-17,0,23,21,4,1,8,3,1,6,1,249,1.0,103,29,34,1
CR_111714,2005-03-23,0,49,49,6,5,6,4,1,2,1,249,1.0,42,142,34,1
CR_159775,2012-05-06,0,44,44,1,3,9,8,1,5,1,316,1.0,103,115,34,1
CR_18190,1993-05-26,1,49,49,6,5,15,10,0,5,1,249,1.0,103,29,34,1
CR_50850,1998-03-14,0,5,5,3,5,3,5,1,5,1,249,1.0,112,142,34,1
CR_131362,2008-11-14,0,30,35,7,3,5,6,0,5,2,179,1.0,18,29,9,0
CR_107219,2005-08-01,0,19,19,1,3,6,4,1,5,2,174,2.0,103,80,34,1
CR_158223,2012-09-02,0,33,32,2,1,5,6,0,5,1,249,1.0,112,62,34,1
CR_96248,2003-01-29,1,45,45,10,3,15,10,1,2,1,316,1.0,103,62,34,1
CR_191076,2017-10-24,7,48,47,4,1,9,8,0,5,1,174,0.0,110,29,0,1
CR_56400,1998-11-25,0,49,49,6,5,4,2,2,6,1,249,1.0,103,62,34,1
CR_111170,2005-07-07,0,45,45,10,3,6,4,3,3,1,174,1.0,103,14,34,1
CR_119016,2006-05-24,0,47,48,7,3,8,3,0,5,2,174,2.0,103,62,34,1
CR_21410,1994-10-31,0,33,32,2,1,7,1,0,5,1,249,1.0,92,130,34,1
CR_163955,2013-06-21,0,26,27,9,0,3,5,3,2,1,316,1.0,72,62,34,1
CR_41280,1997-04-19,0,4,4,6,5,5,6,1,5,1,249,1.0,116,93,34,1
CR_54642,1998-01-09,0,36,34,2,1,1,0,0,5,2,174,1.0,92,29,36,0
CR_157917,2012-02-23,0,31,36,9,0,8,3,1,0,1,316,1.0,112,142,34,1
CR_84170,2002-04-26,0,6,6,4,1,5,6,0,5,1,249,1.0,59,142,34,1
CR_46260,1997-04-03,0,33,32,2,1,6,4,0,5,1,0,1.0,18,93,34,1
CR_146458,2010-07-12,4,36,34,2,1,9,8,1,6,1,316,1.0,103,29,34,1
CR_89612,2003-05-29,0,2,3,10,3,8,3,1,6,1,249,0.0,103,29,34,1
CR_79593,2001-09-16,0,36,34,2,1,6,4,0,5,1,174,0.0,92,130,0,1
CR_107620,2005-09-30,0,21,23,4,1,7,1,1,6,1,316,1.0,12,14,34,1
CR_129226,2008-05-14,0,9,10,7,3,5,6,1,2,1,0,1.0,112,107,34,1
CR_90520,2003-11-02,0,4,4,6,5,1,0,0,5,1,174,1.0,103,93,34,1
CR_132146,2008-09-18,0,33,32,2,1,5,6,0,5,1,249,1.0,112,29,34,1
CR_83956,2002-03-15,0,4,4,6,5,4,2,4,6,1,316,1.0,109,62,34,1
CR_181933,2016-04-14,0,33,32,2,1,6,4,0,5,1,249,1.0,72,29,34,1
CR_110101,2005-09-12,0,36,34,2,1,1,0,1,6,1,0,1.0,92,87,34,1
CR_8440,1992-10-13,0,36,34,2,1,1,0,1,2,1,316,1.0,92,93,34,1
CR_102595,2004-08-17,1,36,34,2,1,15,10,0,5,1,249,1.0,92,29,34,1
CR_69082,2000-02-20,0,28,28,3,5,5,6,1,5,1,249,1.0,24,107,34,1
CR_103838,2004-04-13,0,45,45,10,3,1,0,0,5,2,128,1.0,103,29,34,0
CR_70615,2000-07-12,0,37,37,0,0,4,2,1,6,1,249,0.0,103,29,34,1
CR_81558,2001-05-05,0,47,48,7,3,7,1,0,5,1,174,0.0,98,103,34,1
CR_179156,2016-08-08,1,4,4,6,5,15,10,2,6,1,0,1.0,87,62,34,1
CR_54455,1998-04-17,0,36,34,2,1,1,0,4,2,1,316,1.0,92,62,34,1
CR_139492,2009-07-31,1,36,34,2,1,15,10,0,5,2,174,0.0,92,93,0,1
CR_152356,2011-07-19,0,35,30,3,5,1,0,1,6,1,174,1.0,103,29,34,1
CR_54857,1998-12-25,0,36,34,2,1,1,0,0,5,1,174,0.0,92,93,48,1
CR_72439,2000-08-04,0,51,50,7,3,5,6,0,5,1,174,0.0,72,29,0,1
CR_136634,2009-06-27,0,6,6,4,1,6,4,0,5,1,174,0.0,72,119,43,1
CR_134269,2008-02-29,0,45,45,10,3,1,0,0,5,1,316,1.0,24,29,34,1
CR_143775,2010-07-09,1,19,19,1,3,16,12,0,5,1,174,1.0,24,133,34,1
CR_110943,2005-11-03,0,44,44,1,3,7,1,1,6,1,316,1.0,112,142,34,1
CR_73180,2001-05-31,0,4,4,6,5,5,6,1,6,1,290,1.0,34,130,34,1
CR_40916,1997-07-14,0,3,2,3,5,1,0,1,6,1,249,1.0,103,14,34,1
CR_127900,2008-09-20,0,4,4,6,5,1,0,0,5,1,174,1.0,98,29,34,1
CR_117509,2006-08-31,0,36,34,2,1,1,0,0,5,1,174,1.0,92,93,9,0
CR_97221,2004-07-23,0,3,2,3,5,1,0,1,6,1,316,1.0,103,29,34,1
CR_186643,2017-01-18,1,18,18,9,0,13,18,1,6,1,249,1.0,112,103,34,1
CR_69250,2000-07-24,0,33,32,2,1,6,4,1,6,1,249,1.0,116,80,34,1
CR_9575,1992-05-06,0,38,38,10,3,3,5,0,5,1,174,0.0,92,142,43,1
CR_47985,1997-11-10,0,43,43,9,0,4,2,1,2,1,316,1.0,72,0,34,1
CR_117816,2006-02-06,0,37,37,0,0,7,1,0,5,1,127,1.0,103,29,34,1
CR_61304,1999-12-09,0,26,27,9,0,3,5,0,5,1,249,1.0,72,62,34,1
CR_5044,1992-10-26,0,6,6,4,1,4,2,1,6,1,249,1.0,10,80,34,1
CR_192029,2018-11-11,7,4,4,6,5,9,8,1,6,1,0,1.0,110,29,34,1
CR_121506,2007-03-16,7,8,7,7,3,9,8,0,5,1,174,0.0,112,119,23,1
CR_29981,1995-10-11,0,36,34,2,1,1,0,0,5,1,174,0.0,92,93,46,1
CR_185978,2017-05-31,0,6,6,4,1,6,4,0,5,2,174,2.0,103,119,34,1
CR_133686,2008-10-02,0,42,42,7,3,8,3,1,6,1,249,1.0,59,142,34,1
CR_197365,2018-10-17,0,44,44,1,3,4,2,1,6,1,174,1.0,98,29,34,1
CR_52534,1998-03-08,0,23,21,4,1,5,6,1,6,1,249,1.0,72,103,34,1
CR_190201,2017-05-10,0,39,39,6,5,4,2,1,6,1,174,0.0,111,93,0,1
CR_138228,2009-12-16,0,24,24,0,0,2,7,1,2,1,303,1.0,72,62,34,1
CR_78685,2001-03-21,0,33,32,2,1,5,6,0,5,1,174,0.0,112,53,43,1
CR_171532,2014-10-22,0,44,44,1,3,7,1,1,6,1,174,0.0,48,130,0,1
CR_95305,2003-06-04,0,37,37,0,0,5,6,1,6,1,316,1.0,72,29,34,1
CR_23643,1994-06-05,0,45,45,10,3,3,5,0,5,2,249,2.0,103,62,34,1
CR_43628,1997-08-20,0,16,15,0,0,5,6,1,2,2,249,2.0,72,142,34,1
CR_118358,2006-12-22,0,43,43,9,0,4,2,0,5,1,174,1.0,42,29,34,1
CR_161499,2013-01-28,7,4,4,6,5,9,8,1,2,1,249,1.0,110,62,34,1
CR_96724,2003-04-29,0,49,49,6,5,4,2,3,6,1,0,1.0,72,107,34,1
CR_99382,2004-03-12,1,16,15,0,0,15,10,1,6,1,316,1.0,103,29,34,1
CR_106091,2005-01-07,0,4,4,6,5,5,6,1,6,1,316,1.0,72,14,34,1
CR_5319,1992-12-13,0,9,10,7,3,3,5,0,5,1,174,0.0,24,93,0,1
CR_143095,2010-03-10,0,5,5,3,5,2,7,1,6,1,174,1.0,103,107,34,1
CR_144985,2010-02-10,0,27,26,1,3,5,6,1,2,1,325,1.0,102,80,34,1
CR_104410,2004-11-18,1,49,49,6,5,16,12,0,5,1,316,1.0,12,77,34,1
CR_157280,2012-06-09,0,24,24,0,0,7,1,0,5,1,249,1.0,103,142,34,1
CR_120822,2007-10-24,0,4,4,6,5,1,0,2,6,2,303,2.0,72,107,34,1
CR_60704,1999-03-22,0,24,24,0,0,5,6,1,2,1,223,0.0,113,53,0,1
CR_88574,2002-02-11,0,44,44,1,3,2,7,3,2,1,316,0.0,103,142,34,1
CR_91767,2003-03-20,1,9,10,7,3,15,10,1,6,1,316,1.0,116,29,34,1
CR_150086,2011-07-24,0,16,15,0,0,4,2,5,5,3,316,3.0,72,29,34,1
CR_108926,2005-06-15,0,30,35,7,3,4,2,1,2,1,174,1.0,103,80,34,1
CR_194316,2018-03-20,0,21,23,4,1,4,2,3,3,1,244,1.0,111,37,34,1
CR_109437,2005-06-30,0,33,32,2,1,7,1,0,5,1,174,0.0,92,93,43,1
CR_116154,2006-08-27,0,30,35,7,3,2,7,2,3,2,71,2.0,103,62,34,0
CR_25026,1995-09-28,0,4,4,6,5,1,0,2,3,1,316,1.0,72,93,34,1
CR_127051,2007-11-05,0,51,50,7,3,6,4,0,5,1,328,1.0,98,29,34,1
CR_57259,1999-06-17,0,4,4,6,5,1,0,1,6,1,316,1.0,72,29,34,1
CR_4895,1992-04-18,0,5,5,3,5,8,3,2,3,1,249,1.0,98,142,34,1
CR_133417,2008-08-25,0,39,39,6,5,2,7,1,6,1,316,1.0,103,62,34,1
CR_19979,1994-08-04,0,16,15,0,0,1,0,0,5,1,174,1.0,98,29,34,1
CR_23632,1994-08-09,0,45,45,10,3,7,1,1,6,2,249,2.0,103,29,34,1
CR_190258,2017-06-19,0,39,39,6,5,4,2,0,5,1,249,1.0,103,29,34,1
CR_109789,2005-06-08,0,35,30,3,5,1,0,0,5,1,174,1.0,103,130,34,1
CR_14887,1993-10-18,0,33,32,2,1,6,4,0,5,1,249,1.0,103,29,34,1
CR_57268,1999-06-21,0,4,4,6,5,1,0,2,6,1,303,1.0,72,142,34,1
CR_57249,1999-06-13,0,4,4,6,5,1,0,1,6,1,316,1.0,12,130,34,1
CR_53184,1998-10-11,0,25,25,9,0,5,6,0,5,1,174,1.0,112,29,34,1
CR_111597,2005-08-24,0,47,48,7,3,5,6,1,5,2,174,1.0,31,142,9,0
CR_113906,2006-05-24,0,9,10,7,3,4,2,1,6,1,249,1.0,18,87,34,1
CR_191539,2017-08-04,0,49,49,6,5,2,7,1,6,3,316,3.0,98,80,34,1
CR_79993,2001-04-13,0,37,37,0,0,3,5,0,5,1,316,0.0,72,142,34,1
CR_80075,2001-09-20,0,37,37,0,0,3,5,0,5,1,249,1.0,67,130,34,1
CR_44984,1997-09-07,0,24,24,0,0,7,1,4,3,1,174,1.0,24,133,34,1
CR_157563,2012-06-23,0,25,25,9,0,3,5,4,2,1,0,1.0,103,62,34,1
CR_121622,2007-06-09,1,9,10,7,3,15,10,1,5,1,174,1.0,103,29,34,1
CR_56324,1998-05-18,1,49,49,6,5,15,10,0,5,1,249,1.0,103,119,34,1
CR_40768,1996-02-16,0,50,51,0,0,7,1,1,6,1,316,1.0,112,14,34,1
CR_39870,1996-01-22,0,40,40,2,1,1,0,1,5,1,174,1.0,18,142,34,1
CR_36742,1996-04-04,1,24,24,0,0,15,10,1,6,1,249,1.0,109,62,34,1
CR_99018,2004-01-23,0,9,10,7,3,5,6,1,6,2,0,2.0,103,130,34,1
CR_96558,2003-05-03,0,47,48,7,3,5,6,1,5,1,328,0.0,84,14,34,1
CR_191594,2017-12-20,0,49,49,6,5,2,7,1,6,1,249,1.0,72,29,34,1
CR_129662,2008-12-31,0,18,18,9,0,6,4,1,5,1,249,1.0,103,29,34,1
CR_2864,1991-08-22,0,36,34,2,1,1,0,0,2,1,0,1.0,92,93,34,1
CR_198736,2018-05-23,0,51,50,7,3,8,3,0,5,1,218,0.0,72,142,48,1
CR_7244,1992-11-11,0,33,32,2,1,7,1,0,5,2,249,2.0,103,29,34,1
CR_114679,2006-01-14,0,21,23,4,1,7,1,0,5,1,174,1.0,103,29,34,1
CR_183311,2016-11-13,0,39,39,6,5,7,1,1,6,2,316,2.0,12,119,34,1
CR_22697,1994-05-13,0,37,37,0,0,4,2,1,6,1,249,1.0,103,29,34,1
CR_161413,2013-07-10,0,4,4,6,5,1,0,1,6,1,174,1.0,103,103,34,1
CR_120640,2007-01-29,0,4,4,6,5,4,2,0,5,1,174,1.0,103,80,34,1
CR_14215,1993-08-17,0,24,24,0,0,6,4,4,6,1,0,1.0,98,80,34,1
CR_183664,2016-10-17,0,45,45,10,3,3,5,4,6,1,303,1.0,24,29,34,1
CR_132779,2008-07-25,0,36,34,2,1,6,4,1,6,1,0,1.0,103,29,34,1
CR_19886,1994-10-20,0,16,15,0,0,1,0,5,2,1,0,1.0,72,142,34,1
CR_22559,1994-11-09,7,36,34,2,1,9,8,0,5,1,249,1.0,92,93,34,1
CR_188460,2017-08-17,1,28,28,3,5,11,17,0,5,1,174,0.0,18,129,46,1
CR_99137,2004-09-14,1,9,10,7,3,15,10,1,5,1,174,1.0,103,93,34,1
CR_178247,2016-02-12,0,0,1,6,5,3,5,1,6,1,316,1.0,111,29,34,1
CR_138844,2009-06-17,0,33,32,2,1,7,1,0,5,1,174,0.0,103,29,43,1
CR_194,1991-07-30,0,6,6,4,1,7,1,0,5,1,174,0.0,92,93,46,1
CR_69424,2000-01-11,0,33,32,2,1,8,3,0,5,1,174,0.0,59,29,23,1
CR_116802,2006-03-14,0,33,32,2,1,7,1,2,2,1,249,1.0,112,62,34,1
CR_154386,2012-01-05,0,2,3,10,3,6,4,1,2,1,244,0.0,103,25,23,1
CR_109865,2005-04-21,0,36,34,2,1,5,6,1,6,1,316,1.0,92,29,34,1
CR_85171,2002-04-30,0,21,23,4,1,6,4,0,5,1,249,0.0,24,93,34,1
CR_80299,2001-12-07,0,39,39,6,5,2,7,1,6,1,174,1.0,103,14,34,1
